countryName,countryCode,airportName,airportCode,cityName,latitude,longitude
Argentina,ARG,General Pico,SAZG,General Pico,-35.69472222222222,-63.75888888888889
Argentina,ARG,Tres Arroyos,SAZH,Tres Arroyos,-38.385555555555555,-60.3275
Argentina,ARG,Bolivar,SAZI,Bolivar,-36.18666666666666,-61.075833333333335
Argentina,ARG,Juarez,SAZJ,Juarez,-37.70611111111111,-59.79194444444444
Argentina,ARG,Santa Teresita,SAZL,Santa Teresita,-36.54222222222222,-56.72138888888889
Argentina,ARG,Astor Piazzolla,SAZM,Mar Del Plata,-37.93416666666666,-57.57333333333334
Argentina,ARG,Presidente Peron,SAZN,Neuquen,-38.94888888888889,-68.15583333333333
Argentina,ARG,Necochea,SAZO,Necochea,-38.48888888888889,-58.81583333333333
Argentina,ARG,Comodoro P. Zanni,SAZP,Pehuajo,-35.84055555555556,-61.861111111111114
Argentina,ARG,Rio Colorado,SAZQ,Rio Colorado,-38.995,-64.14027777777778
Argentina,ARG,Santa Rosa,SAZR,Santa Rosa,-36.58833333333334,-64.27583333333334
Argentina,ARG,S C De Bariloche,SAZS,S C De Bariloche,-41.151111111111106,-71.15777777777778
Argentina,ARG,Heroes de Malvinas,SAZT,Tandil,-37.23444444444444,-59.228611111111114
Argentina,ARG,Villa Gesell,SAZV,Villa Gesell,-37.23444444444444,-57.02388888888889
Argentina,ARG,Cutral-Co,SAZW,Cutral-Co,-38.939722222222215,-69.265
Argentina,ARG,Nueve De Julio,SAZX,Nueve De Julio,-35.39944444444444,-60.93333333333333
Argentina,ARG,Aviador C. Campos,SAZY,San Martin De Los Andes,-40.07527777777778,-71.13722222222223
Armenia,ARM,Shirak,UDSG,Gyumri,40.750475,43.859325
Armenia,ARM,Erebuni,UDYE,Yerevan,40.121991666666666,44.465091666666666
Armenia,ARM,Zvartnots,UDYZ,Yerevan,40.14722222222222,44.395833333333336
Amer Samoa,ASM,Pago Pago Intl,NSTU,Pago Pago,-14.331658333333333,-170.71150277777775
Antigua,ATG,V C Bird Intl,TAPA,St Johns,17.136666666666667,-61.79277777777778
Antigua,ATG,Codrington,TAPH,Barbuda,17.608333333333334,-61.843333333333334
Australia,AUS,Albany,YABA,Albany,-34.94333333333333,117.80888888888889
Australia,AUS,Marla,YALA,Marla,-27.334166666666665,133.6263888888889
Australia,AUS,Amberley Military,YAMB,Amberley,-27.640555555555554,152.71194444444444
Australia,AUS,Andamooka,YAMK,Andamooka,-30.43771111111111,137.1371888888889
Australia,AUS,West Angelas,YANG,West Angelas,-23.134999999999998,118.70666666666666
Australia,AUS,Alpha,YAPH,Alpha,-23.64611111111111,146.5836111111111
Australia,AUS,Ararat,YARA,Ararat,-37.309444444444445,142.9886111111111
Australia,AUS,Argyle,YARG,Argyle,-16.636944444444445,128.45138888888889
Australia,AUS,Armidale,YARM,Armidale,-30.528055555555554,151.61722222222224
Australia,AUS,Atherton,YATN,Atherton,-17.262033333333335,145.51441111111112
Australia,AUS,Aurukun,YAUR,Aurukun,-13.35388888888889,141.72083333333333
Australia,AUS,Ayers Rock,YAYE,Ayers Rock,-25.18611111111111,130.97555555555556
Australia,AUS,Archerfield,YBAF,Brisbane,-27.57027777777778,153.00805555555556
Australia,AUS,Barcaldine,YBAR,Barcaldine,-23.56513888888889,145.30671111111113
Australia,AUS,Alice Springs,YBAS,Alice Springs,-23.806944444444444,133.90222222222224
Australia,AUS,Badu Island,YBAU,Badu Island,-10.15,142.17499999999998
Australia,AUS,Brisbane Intl,YBBN,Brisbane,-27.384166666666665,153.1175
Australia,AUS,Gold Coast,YBCG,Gold Coast,-28.16444444444444,153.50472222222223
Australia,AUS,Blackall,YBCK,Blackall,-24.42777777777778,145.4286111111111
Australia,AUS,Coominya,YBCM,Coominya,-27.391666666666666,152.46166666666664
Australia,AUS,Cairns Intl,YBCS,Cairns,-16.885833333333334,145.7552777777778
Australia,AUS,Charleville,YBCV,Charleville,-26.41333333333333,146.26333333333332
Australia,AUS,Bendigo,YBDG,Bendigo,-36.739444444444445,144.32972222222222
Australia,AUS,Birdsville,YBDV,Birdsville,-25.8975,139.3475
Australia,AUS,Boolgeeda,YBGD,Boolgeeda,-22.541111111111114,117.26944444444445
Australia,AUS,Balgo Hill,YBGO,Balgo Hill,-20.148333333333333,127.9738888888889
Australia,AUS,Broken Hill,YBHI,Broken Hill,-32.00138888888889,141.47166666666666
Australia,AUS,Hamilton I.,YBHM,Hamilton I,-20.358055555555556,148.95166666666665
Australia,AUS,Bedourie,YBIE,Bedourie,-24.34611111111111,139.46027777777778
Australia,AUS,Birchip,YBIR,Birchip,-35.999722222222225,142.9175
Australia,AUS,Bourke,YBKE,Bourke,-30.039166666666667,145.95166666666665
Australia,AUS,Burketown,YBKT,Burketown,-17.748611111111114,139.53444444444443
Australia,AUS,Benalla,YBLA,Benalla,-36.55416666666667,146.00916666666666
Australia,AUS,Busselton,YBLN,Busselton,-33.68722222222222,115.40027777777779
Australia,AUS,Ballarat,YBLT,Ballarat,-37.51166666666666,143.79111111111112
Australia,AUS,Bellevue,YBLU,Bellevue,-27.61277777777778,120.59388888888888
Australia,AUS,Mt Isa,YBMA,Mt Isa,-20.663888888888888,139.4886111111111
Australia,AUS,Mackay,YBMK,Mackay,-21.171666666666667,149.1797222222222
Australia,AUS,Bamyili,YBMY,Bamyili,-14.519722222222223,132.88333333333333
Australia,AUS,Ballina/Byron Gateway,YBNA,Ballina,-28.833888888888886,153.5625
Australia,AUS,Bairnsdale,YBNS,Bairnsdale,-37.8875,147.56777777777776
Australia,AUS,Boigu,YBOI,Boigu,-9.233333333333333,142.21833333333333
Australia,AUS,Oakey (Military),YBOK,Oakey,-27.411388888888887,151.73527777777775
Australia,AUS,Boulia,YBOU,Boulia,-22.91333333333333,139.8997222222222
Australia,AUS,Whitsunday Coast,YBPN,Proserpine,-20.495,148.55222222222224
Australia,AUS,Rockhampton,YBRK,Rockhampton,-23.381944444444446,150.4752777777778
Australia,AUS,Borroloola,YBRL,Borroloola,-16.075277777777778,136.30222222222224
Australia,AUS,Broome Intl,YBRM,Broome,-17.949722222222224,122.22777777777777
Australia,AUS,Balranald,YBRN,Balranald,-34.62361111111111,143.57833333333332
Australia,AUS,Barwon Heads,YBRS,Barwon Heads,-38.25805555555556,144.42749999999998
Australia,AUS,Brewarrina,YBRW,Brewarrina,-29.973888888888887,146.81666666666666
Australia,AUS,Barimunya,YBRY,Barimunya,-22.67388888888889,119.16611111111112
Australia,AUS,Scherger,YBSG,Scherger,-12.623888888888889,142.08722222222224
Australia,AUS,Sunshine Coast,YBSU,Sunshine Coast,-26.603333333333335,153.09111111111113
Australia,AUS,Bathurst,YBTH,Bathurst,-33.409444444444446,149.65194444444444
Australia,AUS,Bathurst I,YBTI,Bathurst I,-11.769166666666667,130.61972222222224
Australia,AUS,Townsville Intl,YBTL,Townsville,-19.2525,146.76527777777778
Australia,AUS,Blackwater,YBTR,Blackwater,-23.603055555555557,148.80694444444447
Australia,AUS,Bundaberg,YBUD,Bundaberg,-24.903888888888886,152.3186111111111
Australia,AUS,Bunbury,YBUN,Bunbury,-33.378055555555555,115.67694444444444
Australia,AUS,Bowen,YBWN,Bowen,-20.017777777777777,148.21527777777777
Australia,AUS,Weipa,YBWP,Weipa,-12.67861111111111,141.92527777777778
Australia,AUS,Brisbane West Wellcamp,YBWW,Toowoomba-Cecil,-27.558611111111112,151.79416666666665
Australia,AUS,Barrow I,YBWX,Barrow I,-20.864444444444445,115.40611111111112
Australia,AUS,Baryulgil,YBYL,Baryulgil,-29.216666666666665,152.61499999999998
Australia,AUS,Coolah,YCAH,Coolah,-31.773333333333333,149.60999999999999
Australia,AUS,Carnarvon,YCAR,Carnarvon,-24.880555555555556,113.67222222222223
Australia,AUS,Casino,YCAS,Casino,-28.883333333333333,153.06666666666666
Australia,AUS,Cobar,YCBA,Cobar,-31.538333333333334,145.7938888888889
Australia,AUS,Coonabarabran,YCBB,Coonabarabran,-31.3325,149.26722222222224
Australia,AUS,Cambridge,YCBG,Hobart,-42.82666666666667,147.47472222222223
Australia,AUS,Coober Pedy,YCBP,Coober Pedy,-29.040000000000003,134.72083333333333
Australia,AUS,Collarenebri,YCBR,Collarenebri,-29.521944444444443,148.5822222222222
Australia,AUS,Chinchilla,YCCA,Chinchilla,-26.769444444444442,150.61666666666667
Australia,AUS,Coconut Island,YCCT,Coconut Island,-10.05,143.06666666666666
Australia,AUS,Cloncurry,YCCY,Cloncurry,-20.66861111111111,140.50444444444443
Australia,AUS,Cobden,YCDE,Cobden,-38.32666666666667,143.05666666666667
Australia,AUS,Condobolin,YCDO,Condobolin,-33.06444444444444,147.20916666666665
Australia,AUS,Ceduna,YCDU,Ceduna,-32.13055555555555,133.7097222222222
